respid,sample,int_date,fcall,attempt,refusal,lang,phase,qa1,q1c1,qc1a,qb2,qb3,qb4,qb5,qa6,qa8,qa9a,qa9b,qa9c,qa9d,qa9e,qa9f,qa9g,qa11a,qa11b,q11c_b,q11e_b,q11h_b,q11i_b,q11j_b,q11at,qb12,q25a,q25a,q25b,q25c,q25d,q25f,q25g,q25h,q25i,q25j,q25k,q25l,q25m,q25n,q25o,q25p,qb26,qc26,oftvote,q26f1,q26f1a,q26f1b,q26f2,q26f2a,q26f2b,Q26,Q26CAT,qb27,qb27a,int1,int2,int3m,qc28a,qc28b,qc28c,qc28d,qc28e,qc28f,qc28g,qc28h,qa29a,qa29b,q40,qb40a,qb40b,q41,q42,q43,qc48a,qc48b,qc48c,qc49a,qc49b,qc49c,q50q,q50r,q50s,q50t,q50u,q50v,q50w,q50y,q50z,q50aa,q50bb,q50dd,q50ee,q50ff,q50gg,150hh,q51uu,q51jj,q51kk,151ll,q51mm,q51oo,q51pp,q53,qb54,qb55,qc56,qc57,qc58a,qc58b,q100,q101,q102,q102a,q105a,q105b,q105d,q106,qb106,qb107,qb108,qb109,qa110,qb111,qb112,qb115,qb116,qb116a,qb117,q121,q121a,q121b,q122,q122a,q122b,q123,q123a,q123b,q124,q124a,q124b,q125,q125a,q125b,q126,q126a,q126b,qc127,qc128,qc135,qc135a,b139txt,qb139,b139atxt,qb139a,sex,age,educ,hisp,racem1,racem2,racem3,racem4,birht_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,inchi,reg,party,partyln,partystrflag,partystr,partysum,ideo,qd140,qb140b,qb141,qb141b,qc142,q148,q149,teaparty2,q150,pvote12a,pvote12b,employ2,employ1,employ7,hh1,hh3,ql1,ql1a,qc1,lc2,lc3,isex,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,racecmb,racethn,intuser,q148correct,llweight,cellweight,ideoConsis,iseoConsistREC,bys,typogroups,weight
400638,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,3,3,,,,,,,,,1,1,1,5,5,2,1,5,5,1,2,1,1,,2,,2,1,,,,,,,,,,,1,,,3,3,3,3,2,3,3,3,,,2,,,1,2,,1,2,1,2,2,2,5,5,,2,5,2,,2,1,2,2,2,2,2,,1,,,5,,,1,2,,,,2,1,1,,2,,,,2,1,2,,,,,,,2,2,2,2,2,1,,,,,,,,,,,,,,,,1,,,1,2,1,2,,,,,2,66,3,2,1,,,,,1,1,,,1,,1,2,6,,1,4,9,1,,9,3,,,,,8,99,1,2,,,,,,,2,2,1,,,,2,2,1,2,,,,1,1,1,9,0.4499851,,1,3,0,5,0.7804537
400639,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,3,1,,,,,,,,,1,1,2,2,1,2,1,2,1,1,2,1,1,,2,,2,1,,,,,,,,,,,2,2,2,3,3,9,3,2,3,3,3,,,1,,,1,2,,1,2,1,2,1,2,1,1,,1,2,2,,1,2,2,2,1,2,1,,2,,,2,,,2,1,,,,1,1,1,,1,1,1,2,2,2,2,,,,,,,2,2,1,1,1,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,1,90,6,2,2,,,,,1,5,,,1,,1,2,5,,1,2,,1,1,2,3,,,,,5,99,1,2,,,,,,,1,,1,,,1,,1,2,2,,,,2,2,0,9,0.1743863,,0,3,0,4,0.3058875
400640,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,4,2,,,,,,1,,,5,1,2,5,5,1,2,2,5,2,2,1,1,,2,,1,2,,,,,,,,,,,1,,,3,1,3,3,3,3,3,3,,,1,,,1,2,,1,2,1,2,1,2,1,2,,2,1,2,,1,2,1,2,2,1,9,,2,,,2,,,1,2,,,,2,1,1,,1,1,1,1,2,1,1,,,,,,,2,9,9,1,1,,,,,,,,,,,,,,,,,1,,,1,2,1,1,,,,,2,66,8,2,1,,,,,1,1,,,12,,,5,6,,1,2,,1,1,2,4,,,,,4,99,1,2,,,,,,,2,2,1,,,,2,2,2,1,,,,1,1,1,9,0.3337117,,-7,1,0,1,0.3681321
400641,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,2,1,,,,,,,,,2,1,2,5,5,5,1,5,2,2,1,1,2,,1,,2,1,,,,,,,,,,,2,9,2,3,3,3,3,3,3,3,3,,,2,,,1,2,,2,1,1,2,1,1,1,2,,1,1,1,,1,2,1,9,2,1,2,,2,,,2,,,1,1,,,,2,2,,1,2,,,,2,2,2,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,,2,,,1,2,2,,,,,,1,67,5,2,1,,,,,1,1,,,1,,2,2,6,,1,2,,1,1,2,3,,,,,4,99,1,2,,,,,,,2,2,1,,,,2,2,2,2,,,,1,1,0,9,0.3802165,,-4,2,0,1,0.5339947
400646,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,2,4,,,,,,,1,,1,2,2,2,2,2,1,2,2,1,2,1,1,,2,,2,1,,,,,,,,,,,1,,,3,3,3,3,2,1,3,3,,,1,,,2,2,,1,2,1,1,2,1,2,1,,2,2,1,,2,1,2,1,1,2,2,,2,,,1,,,1,1,,,,2,2,,1,2,,,,2,2,2,,,,,,,2,9,2,2,1,1,,,,,,,,,,,,,,,,2,,,1,1,2,,,,,,2,57,4,2,1,,,,,2,1,,1,13,,1,1,10,,1,4,1,1,,1,2,,,,,3,9,1,3,,,,,,,2,2,1,,,,2,2,2,2,,,,1,1,1,2,0.9459324,,4,4,0,7,0.7893755
400647,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,2,1,,,,,,,,,1,2,2,2,2,2,1,1,1,2,2,1,2,,2,,2,1,,,,,,,,,,,1,,,2,2,3,3,2,1,1,3,,,1,,,1,1,,2,2,2,1,2,1,2,1,,2,1,2,,1,2,2,1,1,2,2,,1,,,1,,,2,2,,,,2,2,,2,2,,,,2,2,2,,,,,,,3,,2,2,1,2,,,,,,,,,,,,,,,,1,,,1,1,1,9,,,,,2,52,5,2,1,,,,,1,1,,,1,,2,3,9,9,3,1,,1,1,1,2,,,,,,,,1,,,,,,,2,2,1,,,,1,2,2,2,,,,1,1,1,,1.1731927,,6,4,0,7,1.1344525
400648,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,2,3,,,,,,,,,1,1,9,1,2,2,2,2,2,2,2,1,1,,2,,2,2,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,2,,,2,1,,2,1,1,1,1,1,1,2,,2,1,2,,2,2,1,2,1,1,1,,1,,,1,,,1,2,,,,2,1,1,,2,,,,2,2,2,,,,,,,3,,9,2,1,1,,,,,,,,,,,,,,,,1,,,1,1,1,2,,,,,2,48,6,2,1,,,,,1,3,,,1,,1,5,10,,1,1,,1,2,1,3,,,,,2,99,2,1,,,,,,,2,1,1,,,,2,2,2,2,,,,1,1,1,9,0.3773221,,-3,2,0,5,0.4588692
400649,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,3,2,,,,,,,,,1,1,2,1,2,2,2,2,1,1,2,1,1,,1,,1,1,,,,,,,,,,,2,2,2,3,3,3,3,3,3,3,3,,,1,,,2,2,,2,2,1,2,1,2,1,1,,2,2,2,,2,1,1,2,2,2,2,,2,,,2,,,1,1,,,,3,1,2,,2,,,,2,2,2,,,,,,,2,2,1,2,2,1,,,,,,,,,,,,,,,,1,,,1,1,1,2,,,,,1,67,5,2,1,,,,,1,3,,,5,,,2,4,,1,2,,1,1,2,2,,,,,4,99,1,3,,,,,,,1,,1,,,2,,2,2,2,,,,1,1,0,9,0.3184444,,0,3,0,4,0.3916408
400652,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,3,2,,,,,,,,,1,2,2,2,1,1,2,2,2,2,2,1,1,,2,,2,1,,,,,,,,,,,1,,,3,3,3,3,2,1,3,3,,,1,,,2,1,,1,2,1,2,1,2,1,2,,2,1,2,,1,2,1,2,1,2,1,,2,,,1,,,2,2,,,,1,1,2,,1,2,,,2,1,2,,,,,,,2,3,1,1,1,,,,,,,,,,,,,,,,,1,,,2,1,2,,,,,,1,65,5,2,1,,,,,1,1,,,1,,2,3,8,,1,2,,1,1,2,3,,,,,4,99,4,2,,,,,,,2,2,1,,,,2,1,2,1,2,,,1,1,1,9,0.3891255,,-4,2,0,5,0.4999255
400654,1,140304,140304,2,0,1,3,,9,,,,,,,,,,,,,,,2,9,,,,,,,,,2,2,2,1,9,2,2,2,2,2,2,2,1,,9,,2,4,,,,,,,,,,,2,2,2,3,3,3,1,3,3,2,3,,,2,,,9,9,,1,9,1,1,9,1,1,9,,2,9,1,,2,1,9,9,2,2,2,,9,,,1,,,2,9,,,,1,3,,,1,2,,,2,2,2,,,,,,,2,9,9,9,,,,,,,,,,,,,,,,,,9,,,9,9,2,,,,,,2,62,3,2,1,,,,,1,5,,,1,1,9,5,2,,2,3,1,1,,1,9,,,,,,,,3,,,,,,,2,2,1,,,,2,2,2,2,,,,1,1,0,,0.9440453,,-3,2,0,4,1.0578835
400655,1,140304,140304,4,0,1,3,,1,1,,,,,,,,,,,,,,3,1,,,,,,,,,2,1,2,2,1,1,2,2,2,2,2,1,1,,1,,2,2,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,1,,,1,2,,1,2,1,2,1,2,1,2,,1,1,2,,1,2,1,2,2,2,1,,1,,,2,,,2,9,,,,2,1,1,,1,2,,,2,1,2,,,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,2,,,1,2,1,1,,,,,2,43,6,2,1,,,,,1,1,,,1,,2,2,7,,1,2,,1,2,2,4,,,,,4,99,4,2,,,,,,,4,2,1,,,,2,1,2,2,,,,1,1,1,9,1.0106396,,-8,1,0,1,0.9298211
400657,1,140304,140304,3,0,1,3,,2,1,,,,,,,,,,,,,,3,4,,,,,,,1,,1,2,1,2,2,2,1,1,2,1,2,2,2,,2,,2,1,,,,,,,,,,,1,,,3,3,1,9,2,3,1,1,,,1,,,1,2,,2,1,9,9,2,1,2,1,,1,2,1,,2,1,2,1,2,1,2,,1,,,1,,,1,1,,,,1,2,,1,2,,,,2,2,2,,,,,,,3,,1,2,1,2,,,,,,,,,,,,,,,,2,,,9,1,1,2,,,,,1,63,3,2,1,,,,,1,3,,,2,,2,5,2,,1,2,,1,2,2,2,,,,,1,99,1,1,,,,,,,2,2,1,,,,3,2,2,1,,,,1,1,1,9,1.7876614,,10,5,0,6,1.0559515
400659,1,140304,140304,2,0,1,3,,1,1,,,,,,,,,,,,,,4,1,,,,,,2,,,9,2,9,2,2,1,9,2,2,5,2,2,2,,9,,9,1,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,2,,,9,9,,1,2,1,2,1,1,9,9,,9,1,2,,1,2,2,2,9,2,2,,2,,,9,,,1,9,,,,3,1,1,,2,,,,2,2,1,,,,,,,3,,1,1,1,,,,,,,,,,,,,,,,,2,,,1,1,9,,,,,,1,64,4,2,2,,,,,1,1,,,1,,2,1,6,,1,2,,1,1,2,4,,,,,4,99,1,3,,,,,,,4,2,1,,,,2,2,2,2,,,,2,2,1,9,1.4506006,,1,3,0,2,0.7039778
400660,1,140304,140304,1,0,1,3,,9,,,,,,,,,,,,,,,3,3,,,,,,,,,2,1,5,2,9,1,9,9,2,1,2,2,2,,1,,1,1,,,,,,,,,,,1,,,3,3,3,3,2,1,3,3,,,1,,,2,2,,2,1,2,2,1,2,1,2,,1,1,2,,1,2,1,2,2,2,1,,2,,,2,,,2,1,,,,2,1,2,,1,1,1,2,2,2,2,,,,,,,2,3,1,1,2,,,,,,,,,,,,,,,,,1,,,1,1,1,9,,,,,1,57,8,2,1,,,,,1,1,,,2,,1,2,10,,1,3,1,1,,1,9,,,,,3,2,1,2,,,,,,,3,3,1,,,,2,2,2,2,,,,1,1,1,1,0.7861441,,-3,2,0,3,0.5845544
400661,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,2,4,,,,,,,1,,2,2,1,2,2,2,1,9,2,1,2,2,2,,2,,2,1,,,,,,,,,,,1,,,3,3,3,2,2,9,2,3,,,1,,,9,9,,2,1,1,1,2,1,1,2,,2,1,2,,1,2,2,2,1,1,2,,2,,,1,,,1,9,,,,1,2,,2,1,1,2,,2,2,2,,,,,,,3,,9,2,1,2,,,,,,,,,,,,,,,,2,,,2,1,2,,,,,,2,77,3,2,1,,,,,1,1,,,1,,9,3,5,,1,1,,1,1,1,3,,,,,1,99,3,1,,,,,,,2,2,2,1,,,3,2,2,4,,,,1,1,1,9,0.6787581,,3,4,0,2,0.8092175
400663,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,3,1,,,,,,,,,2,1,2,1,1,2,1,2,2,1,2,1,1,,2,,2,1,,,,,,,,,,,2,2,2,3,3,3,3,3,3,3,3,,,2,,,1,2,,1,2,1,2,1,2,1,2,,1,1,2,,1,2,1,2,1,2,2,,2,,,2,,,2,1,,,,2,3,,,1,1,1,2,2,2,2,,,,,,,2,9,1,1,1,,,,,,,,,,,,,,,,,2,,,1,1,1,2,,,,,1,59,4,2,2,,,,,1,3,,,1,,2,2,6,,1,2,,1,1,2,2,,,,,5,3,2,2,,,,,,,1,,2,,,,,2,2,1,,,,2,2,0,2,0.7253003,,-8,1,0,1,0.6387036
400664,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,3,3,,,,,,,,,1,1,1,2,2,1,2,1,2,2,2,2,2,,2,,2,2,,,,,,,,,,,1,,,3,3,3,3,3,3,3,2,,,3,,,1,2,,2,2,2,2,2,1,1,1,,1,1,2,,1,2,1,1,2,1,1,,1,,,1,,,1,1,,,,2,1,2,,1,1,1,2,2,2,2,,,,,,,2,9,1,2,1,1,,,,,,,,,,,,,,,,1,,,2,1,1,1,,,,,1,68,8,2,1,,,,,1,1,,,2,,2,2,8,,1,3,1,1,,1,2,,,,,2,99,1,3,,,,,,,2,2,2,1,,,3,2,2,1,,,,1,1,1,9,0.1928557,,4,4,0,6,0.3058875
400667,1,140304,140304,1,0,1,3,,2,2,,,,,,,,,,,,,,2,3,,,,,,,,,1,1,1,1,2,2,1,1,2,1,2,1,1,,1,,1,2,,,,,,,,,,,2,2,2,3,3,3,3,3,3,3,3,,,1,,,2,1,,1,2,1,1,1,1,1,1,,2,2,2,,1,2,2,2,2,1,2,,2,,,1,,,2,1,,,,2,1,2,,2,,,,2,2,2,,,,,,,3,,1,2,2,1,,,,,,,,,,,,,,,,1,,,1,1,9,,,,,,1,47,3,2,1,,,,,1,3,,,13,,2,4,4,,1,2,,1,2,2,2,,,,,4,99,3,3,,,,,,,2,2,1,,,,1,2,2,1,,,,1,1,0,9,1.3575119,,4,4,0,2,1.2365563
400668,1,140304,140304,1,0,1,3,,9,,,,,,,,,,,,,,,8,8,,,,,,,,,1,5,5,9,1,1,1,1,2,2,1,1,9,,1,,1,1,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,1,,,2,1,,2,1,2,2,2,1,5,5,,1,5,9,,2,1,1,2,2,2,2,,1,,,2,,,2,2,,,,1,2,,1,2,,,,2,2,2,,,,,,,3,,2,1,2,,,,,,,,,,,,,,,,,1,,,9,1,1,2,,,,,2,59,3,2,1,,,,,1,5,,,2,,2,3,4,,1,1,,1,2,1,3,,,,,3,99,3,2,,,,,,,2,2,1,,,,2,2,2,2,,,,1,1,1,9,0.7239886,,0,3,0,4,1.0520749
400670,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,4,2,,,,,,1,,,9,1,2,1,9,1,1,2,2,1,9,1,1,,2,,1,2,,,,,,,,,,,1,,,3,3,3,3,3,3,2,3,,,1,,,1,2,,1,2,1,2,1,2,1,2,,1,9,2,,1,2,1,1,1,5,9,,9,,,5,,,9,1,,,,2,1,2,,2,,,,2,2,2,,,,,,,1,9,2,1,1,,,,,,,,,,,,,,,,,9,,,1,1,9,,,,,,2,87,3,2,1,,,,,1,5,,,13,,2,6,10,,1,3,2,1,,2,9,,,,,4,99,2,2,,,,,,,2,2,1,,,,2,1,2,1,,,,1,1,1,9,0.753756,,-7,1,0,2,0.8909445
400671,1,140304,140304,1,0,1,3,,1,2,,,,,,,,,,,,,,4,2,,,,,,1,,,2,1,2,1,1,1,2,2,2,2,1,1,1,,2,,2,2,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,1,,,1,2,,1,2,1,2,1,2,1,2,,1,1,2,,1,2,1,2,2,1,2,,5,,,2,,,2,5,,,,2,1,1,,1,2,,,2,1,2,,,,,,,2,9,1,1,2,,,,,,,,,,,,,,,,,2,,,1,9,1,1,,,,,1,70,8,2,1,,,,,1,1,,,1,,2,4,7,,1,3,2,1,,2,4,,,,,4,99,4,2,,,,,,,1,,1,,,2,,2,2,1,,,,1,1,1,9,0.1743863,,-10,1,0,1,0.3058875
400672,1,140304,140304,1,0,1,3,,1,2,,,,,,,,,,,,,,4,1,,,,,,1,,,1,2,2,1,1,1,1,2,2,2,1,2,1,,2,,2,1,,,,,,,,,,,2,1,,2,1,3,2,2,3,2,2,,,4,,,1,1,,1,2,1,1,1,1,1,1,,2,2,1,,1,1,2,2,1,2,2,,2,,,2,,,1,2,,,,3,2,,2,1,1,1,1,2,2,2,,,,,,,2,9,2,2,1,1,,,,,,,,,,,,,,,,2,,,2,2,1,2,,,,,1,68,2,2,2,,,,,1,5,,,1,,1,2,3,,1,2,,1,1,2,3,,,,,5,99,3,3,,,,,,,2,1,1,,,,1,2,2,2,,,,2,2,1,9,0.7069218,,-2,3,0,4,0.7569734
400675,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,8,8,,,,,,,,,1,2,2,1,2,9,9,5,1,1,2,1,1,,2,,1,5,,,,,,,,,,,1,,,3,3,3,3,2,1,1,2,,,4,,,9,9,,1,2,1,9,1,2,1,2,,2,2,2,,2,1,2,9,2,1,2,,1,,,9,,,1,1,,,,2,2,,2,2,,,,2,2,2,,,,,,,2,9,2,2,1,2,,,,,,,,,,,,,,,,2,,,2,9,2,,,,,,1,48,3,2,1,,,,,1,3,,,13,,9,6,10,,3,4,9,1,,9,9,,,,,,,,1,,,,,,,2,2,1,,,,1,1,2,1,,,,1,1,1,,1.7701283,,0,3,1,8,1.2433836
400676,1,140313,140304,5,0,1,3,,1,2,,,,,,,,,,,,,,2,3,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,,1,1,,,,,,,,,,,2,2,2,3,3,3,3,3,3,3,3,,,9,,,2,9,,9,1,9,9,9,2,1,1,,1,1,2,,1,2,2,2,9,9,2,,2,,,2,,,9,9,,,,2,2,,9,2,,,,2,2,1,,,,,,,9,,1,9,,,,,,,,,,,,,,,,,,9,,,1,9,2,,,,,,2,99,6,2,2,,,,,1,6,,,13,,9,9,10,,1,1,,1,9,1,2,,,,,2,99,1,3,,,,,,,2,2,2,2,,,,1,2,2,,,,2,2,0,9,0.3403587,,2,3,0,2,0.6876634
400677,1,140304,140304,1,0,1,3,,2,2,,,,,,,,,,,,,,2,8,,,,,,,,,9,2,1,2,1,2,9,2,1,2,2,1,1,,2,,1,1,,,,,,,,,,,2,1,,3,3,3,2,2,3,2,3,,,1,,,1,2,,9,2,1,2,2,9,1,2,,1,1,2,,1,2,2,9,9,2,2,,1,,,2,,,1,9,,,,2,1,1,,2,,,,2,2,1,,,,,,,3,,1,2,2,1,,,,,,,,,,,,,,,,1,,,2,9,2,,,,,,2,77,5,2,1,,,,,1,1,,,1,,1,2,6,,1,3,1,1,,1,2,,,,,3,2,2,2,,,,,,,2,2,1,,,,1,2,1,1,,,,1,1,1,1,0.415536,,-1,3,0,4,0.5845535
400680,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,2,4,,,,,,,1,,1,2,1,2,2,2,1,1,1,1,2,2,2,,1,,2,1,,,,,,,,,,,1,,,1,3,3,3,2,1,1,2,,,1,,,1,9,,2,1,2,2,1,1,2,1,,1,2,1,,1,2,2,1,1,1,2,,1,,,1,,,2,1,,,,1,2,,2,1,2,,,2,1,2,,,,,,,2,3,2,2,1,2,,,,,,,,,,,,,,,,2,,,2,1,2,,,,,,2,56,6,2,1,,,,,1,1,,,1,,1,2,7,,1,1,,1,1,1,1,,,,,3,99,1,1,,,,,,,2,2,1,,,,2,2,2,2,,,,1,1,1,9,0.4641401,,10,5,0,7,0.4812561
400682,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,3,2,,,,,,,,,2,1,2,9,1,1,2,2,2,2,5,1,1,,2,,2,1,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,1,,,1,9,,1,2,2,2,1,2,1,2,,9,1,2,,1,2,1,2,9,1,9,,2,,,2,,,2,1,,,,2,1,1,,1,2,,,2,2,2,,,,,,,9,,9,1,1,,,,,,,,,,,,,,,,,1,,,1,9,1,1,,,,,2,58,6,2,2,,,,,1,1,,,2,,2,5,9,1,1,2,,1,1,2,4,,,,,5,99,2,2,,,,,,,2,2,1,,,,2,2,2,1,,,,2,2,1,9,0.774529,,-9,1,0,1,0.6264395
400685,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,2,4,,,,,,,2,,1,2,1,1,2,2,2,2,2,1,2,5,1,,2,,1,3,,,,,,,,,,,2,1,,3,3,3,3,2,3,3,2,,,1,,,9,9,,1,1,1,1,2,1,1,1,,1,2,2,,2,1,2,1,2,2,1,,2,,,9,,,2,1,,,,2,1,1,,2,,,,2,2,2,,,,,,,1,2,1,2,1,2,,,,,,,,,,,,,,,,1,,,2,1,1,9,,,,,1,96,3,2,1,,,,,1,5,,,1,,2,5,5,,1,1,,1,1,1,4,,,,,9,4,1,2,,,,,,,1,,1,,,2,,2,2,2,,,,1,1,1,2,0.514806,,4,4,0,2,0.5316841
400686,1,140307,140304,2,1,1,3,,2,1,,,,,,,,,,,,,,2,3,,,,,,,,,2,1,2,2,2,2,2,1,2,1,2,1,2,,1,,2,1,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,2,,,1,2,,2,1,2,1,1,1,1,1,,1,1,2,,1,2,1,1,1,2,2,,1,,,2,,,1,1,,,,2,2,,1,2,,,,2,2,2,,,,,,,2,3,1,2,1,1,,,,,,,,,,,,,,,,2,,,1,1,1,1,,,,,2,75,4,2,1,,,,,1,5,,,1,,2,2,3,,1,3,1,1,,1,3,,,,,2,99,2,1,,,,,,,1,,1,,,3,,1,9,9,,,,1,1,1,9,0.2077679,,2,3,0,3,0.3181438
400687,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,2,3,,,,,,,,,1,9,1,2,2,2,1,1,1,1,9,1,9,,1,,2,3,,,,,,,,,,,2,2,2,3,3,3,3,2,1,3,3,,,4,,,2,9,,2,1,2,1,2,1,2,2,,2,2,2,,1,2,2,1,1,1,2,,2,,,1,,,1,1,,,,2,2,,2,2,,,,2,2,2,,,,,,,3,,1,2,1,1,,,,,,,,,,,,,,,,1,,,2,1,2,,,,,,2,71,3,2,1,,,,,1,1,,,1,,1,1,4,,1,1,,1,1,1,1,,,,,1,5,2,3,,,,,,,2,2,1,,,,3,1,2,1,,,,1,1,0,1,0.460529,,6,4,0,7,0.7306603
400688,1,140304,140304,1,0,1,3,,1,2,,,,,,,,,,,,,,2,2,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,1,1,,2,,2,1,,,,,,,,,,,2,2,1,3,3,3,3,2,3,3,3,,,1,,,1,2,,2,2,1,2,2,2,1,2,,1,2,2,,2,2,2,2,2,1,1,,1,,,1,,,1,2,,,,2,1,1,,2,,,,2,2,2,,,,,,,3,,2,1,1,,,,,,,,,,,,,,,,,1,,,2,1,2,,,,,,2,61,3,2,1,,,,,1,1,,,1,,1,4,4,,1,2,,1,2,2,4,,,,,3,7,2,2,,,,,,,2,2,1,,,,1,2,1,4,,,,1,1,1,2,1.0670624,,-2,3,0,2,1.3754496
400691,1,140304,140304,1,0,1,3,,1,2,,,,,,,,,,,,,,3,2,,,,,,,,,1,2,2,2,5,1,2,2,2,1,2,1,1,,1,,2,2,,,,,,,,,,,1,,,3,3,3,3,3,3,3,3,,,2,,,1,2,,1,1,2,2,1,1,5,2,,2,1,2,,1,2,1,2,2,2,2,,1,,,2,,,1,1,,,,2,1,2,,1,2,,,2,2,2,,,,,,,1,3,1,1,1,,,,,,,,,,,,,,,,,1,,,1,2,1,1,,,,,2,35,6,2,1,,,,,1,1,,,12,,,5,7,,1,3,2,1,,2,4,,,,,4,99,2,2,,,,,,,4,2,1,,,,2,2,2,2,,,,1,1,1,9,0.7298383,,-3,2,0,3,0.8157963
400693,1,140304,140304,1,0,1,3,,2,2,,,,,,,,,,,,,,2,2,,,,,,,,,2,2,2,2,5,2,1,1,2,2,2,1,1,,2,,2,2,,,,,,,,,,,1,,,3,1,3,3,2,3,1,1,,,1,,,2,2,,2,2,2,2,2,2,2,1,,2,1,1,,1,2,2,1,2,1,2,,2,,,1,,,2,5,,,,1,2,,2,2,,,,2,2,2,,,,,,,3,,9,2,2,1,,,,,,,,,,,,,,,,2,,,2,2,1,1,,,,,2,59,6,2,1,,,,,1,1,,,1,,1,5,9,2,1,3,1,1,,1,2,,,,,3,4,2,3,,,,,,,3,3,1,,,,2,1,2,2,,,,1,1,1,1,0.6962103,,1,3,0,2,0.5908638
400695,1,140304,140304,2,0,1,3,,1,1,,,,,,,,,,,,,,2,9,,,,,,,,,2,1,9,1,2,1,1,5,2,1,2,1,1,,1,,1,1,,,,,,,,,,,1,,,3,3,2,3,2,3,3,1,,,2,,,2,2,,2,1,1,2,1,2,1,2,,1,9,2,,1,2,2,1,2,1,1,,1,,,9,,,1,9,,,,1,2,,2,2,,,,2,2,2,,,,,,,2,9,1,1,1,,,,,,,,,,,,,,,,,9,,,9,9,9,,,,,,1,28,5,2,1,,,,,2,1,,1,99,2,,6,6,,3,1,,1,1,1,3,,,,,,,,3,,,,,,,4,2,1,,,,9,1,1,4,,,,1,1,1,,4.3263147,,-5,2,0,2,1.7419927
400696,1,140304,140304,1,0,1,3,,1,1,,,,,,,,,,,,,,3,1,,,,,,,,,1,2,1,1,1,2,2,2,1,1,2,1,1,,2,,2,3,,,,,,,,,,,1,,,2,3,2,3,3,1,2,3,,,1,,,2,1,,1,2,1,2,1,2,2,1,,2,9,2,,2,1,2,1,1,2,2,,2,,,1,,,2,2,,,,2,1,2,,2,,,,2,2,1,,,,,,,2,1,2,1,1,,,,,,,,,,,,,,,,,2,,,1,2,1,2,,,,,1,60,5,2,2,,,,,1,5,,,1,,1,2,2,,1,2,,1,1,2,4,,,,,5,99,3,1,,,,,,,8,3,2,1,,,3,1,1,1,2,3,4,2,2,1,9,2.0108944,,1,3,0,4,0.8277352
400698,1,140304,140304,1,0,1,3,,2,1,,,,,,,,,,,,,,4,4,,,,,,1,1,,1,2,1,2,2,2,9,9,9,2,2,1,1,,2,,2,3,,,,,,,,,,,2,2,2,3,3,3,2,2,1,1,2,,,1,,,2,2,,1,2,1,1,2,1,2,1,,2,2,1,,1,2,2,2,1,2,2,,1,,,1,,,1,2,,,,9,2,,2,2,,,,2,2,2,,,,,,,1,3,2,2,1,2,,,,,,,,,,,,,,,,2,,,2,1,2,,,,,,1,35,2,2,1,,,,,1,1,,,3,,9,1,7,,1,4,9,1,,9,5,,,,,9,99,4,3,,,,,,,6,2,1,,,,3,2,1,1,,,,1,1,0,9,2.9200431,,7,5,0,7,1.2172481
