ASIN,Battery Life,Batteries,Brand Name,Color,Computer Memory Type,Customer Reviews,Date First Available,Flash Memory Size,Hard Drive,Hard Drive Interface,Item Dimensions  LxWxH,Weight,Item model number,Operating System,Processor,Processor Brand,Processor Count,RAM,Screen Resolution,Screen Size,Series,Wireless Type,image,name,url,Chipset Brand,Graphics Coprocessor,Max Screen Resolution,Power Source,Rear Webcam Resolution,Memory Speed,Battery Type,Product Dimensions,Size (LWH),Processors Count,RAM Type,Size,Type,Rated Charge (normal use),FireWire Ports,LCD Native Resolution,Number of USB 2.0 Ports,Speakers,USB 2.0 Ports,Number of USB 3.0 Ports,Memory Slots
B009W9M3XC,10,,Apple,Black,SIMM,4.6,10/26/2012,16 GB,16 GB,Serial ATA,9.50x7.31x0.37 inches,22.4,ME195LL/A,Apple iOS 6,1 GHz Apple A6,Apple,2,1 GB DDR2,,9.7'',ME195LL/A,,http://ecx.images-amazon.com/images/I/31JMayuvTWL._SY300_.jpg,"Apple iPad with Retina Display ME195LL/A (16GB, Wi-Fi + Sprint, Black) NEWEST VERSION",http://www.amazon.com/Apple-Retina-Display-ME195LL-VERSION/dp/B009W9M3XC/ref=sr_1_99?s=pc&ie=UTF8&qid=1373500749&sr=1-99,,,,,5	MP,,,,,,,,,,,,,,,,
B009W9N0A2,10,,Apple,White,SIMM,4.6,10/26/2012,16 GB,16 GB,Solid State,9.50x7.31x0.37 inches,22.4,ME198LL/A,Apple iOS 6,1 GHz Apple A6,Apple,2,1 GB DDR2,,9.7'',ME198LL/A,,http://ecx.images-amazon.com/images/I/31oXuliLy9L._SY300_.jpg,"Apple iPad with Retina Display ME198LL/A (16GB, Wi-Fi + Sprint, White) NEWEST VERSION",http://www.amazon.com/Apple-Retina-Display-ME198LL-VERSION/dp/B009W9N0A2/ref=sr_1_104?s=pc&ie=UTF8&qid=1373500749&sr=1-104,Imagination Technologies,PowerVR SGX543MP4,,,5	MP,,,,,,,,,,,,,,,,
B00ATQXI5O,,,Apple,,SDRAM,,11/7/2012,,32 GB,Serial ATA,,,,Apple iOS 4,1 GHz ARM 7100,Apple,2,1 GB,,9.7'',,,http://ecx.images-amazon.com/images/I/41joa56DrGL._SY300_.jpg,Apple MD943LL/A 32GB iPad with Retina Display (Wi-Fi + AT&T) - Black,http://www.amazon.com/Apple-MD943LL-Retina-Display-Wi-Fi/dp/B00ATQXI5O/ref=sr_1_107?s=pc&ie=UTF8&qid=1373500749&sr=1-107,,,,,,,,,,,,,,,,,,,,,
B00B7MTSBC,10,,Apple,White,SIMM,4.6,1/29/2013,128 GB,128 GB,Solid State,9.50x7.31x0.37 inches,24,ME411LL/A,Apple iOS 6,1 GHz Apple A6,Apple,2,1 GB DDR2,,9.7'',ME411LL/A,,http://ecx.images-amazon.com/images/I/31E54POWBNL._SY300_.jpg,"Apple iPad with Retina Display ME411LL/A (128GB, Wi-Fi + Sprint, White) NEWEST VERSION",http://www.amazon.com/Apple-Retina-Display-ME411LL-VERSION/dp/B00B7MTSBC/ref=sr_1_103?s=pc&ie=UTF8&qid=1373500749&sr=1-103,Imagination Technologies,PowerVR SGX543MP4,,,5	MP,,,,,,,,,,,,,,,,
B00B7MTEK2,10,,Apple,Black,SIMM,4.6,1/29/2013,128 GB,128 GB,Serial ATA,9.50x7.31x0.37 inches,24,ME410LL/A,Apple iOS 6,1 GHz Apple A6,Apple,2,1 GB DDR2,,9.7'',ME410LL/A,,http://ecx.images-amazon.com/images/I/31Ry7BZiAwL._SY300_.jpg,"Apple iPad with Retina Display ME410LL/A (128GB, Wi-Fi + Sprint, Black) NEWEST VERSION",http://www.amazon.com/Apple-Retina-Display-ME410LL-VERSION/dp/B00B7MTEK2/ref=sr_1_106?s=pc&ie=UTF8&qid=1373500749&sr=1-106,,PowerVR SGX543MP4,,,5	MP,,,,,,,,,,,,,,,,
B00D02AGU4,,1 Nonstandard Battery batteries required. (included),,,,3.5,,,,,,10.72,SM-T210RZWYXAR,,1.2 GHz Intel Core Duo,,,1 GB,,,,802.11bgn,http://ecx.images-amazon.com/images/I/41z3ffC2XwL._SY300_.jpg,"Samsung Galaxy Tab 3 (7-Inch, White)",http://www.amazon.com/Samsung-Galaxy-Tab-7-Inch-White/dp/B00D02AGU4/ref=sr_1_6?s=pc&ie=UTF8&qid=1373499104&sr=1-6,,,,,,,Nonstandard Battery,0.4x4.4x7.4 inches ; 10.7 ounces,"0.39 inches, 4.37 inches, 7.4 inches",1,DDR2 SDRAM,8 GB,Serial ATA,,,,,,,,
B00BQH8UEY,,1 Nonstandard Battery batteries required. (included),,,,4.5,,,,,,11.68,GT-N5110ZWYXAR,,1.6 GHz Exynos 4400,,,2 GB,,,,802.11abg,http://ecx.images-amazon.com/images/I/41RmJbmUQFL._SY300_.jpg,"Samsung Galaxy Note 8.0 (16GB, White)",http://www.amazon.com/Samsung-Galaxy-Note-16GB-White/dp/B00BQH8UEY/ref=sr_1_4?s=pc&ie=UTF8&qid=1373499104&sr=1-4,,,,,,,Nonstandard Battery,0.3x5.4x8.3 inches ; 11.7 ounces,"0.31 inches, 5.35 inches, 8.3 inches",4,DDR2 SDRAM,16 GB,Serial ATA,8 hours,,,,,,,
B007P4YAPK,,1 Nonstandard Battery batteries required. (included),,,,3.9,,,,,,22.2,TF300 T-B1-BL,,1.2 GHz Tegra 3.0,,,1 GB,,,,802.11bgn,http://ecx.images-amazon.com/images/I/41IsIXbIIWL._SX300_.jpg,ASUS Transformer TF300 T-B1-BL 10.1-Inch 32 GB Tablet (Blue),http://www.amazon.com/Transformer-TF300-T-B1-BL-10-1-Inch-Tablet/dp/B007P4YAPK/ref=sr_1_7?s=pc&ie=UTF8&qid=1373499104&sr=1-7,,,,,,,Nonstandard Battery,10.4x0.4x7.1 inches ; 1.4 pounds,"10.35 inches, 0.39 inches, 7.12 inches",1,SDRAM,32 GB,Serial ATA,10 hours,38708,1280_x_800,,,,,
B00BDS25VA,,1 Lithium ion batteries required. (included),,,,3.9,,,,,,12.32,ME172V-A1-GR,,1 GHz ARM Cortex A-9,,,1 GB,,,,802.11bgn,http://ecx.images-amazon.com/images/I/41IF79n9CVL._SY300_.jpg,ASUS MeMO Pad ME172V-A1-GR 7.0-Inch 16 GB Tablet ( Grey ),http://www.amazon.com/ASUS-MeMO-ME172V-A1-GR-7-0-Inch-Tablet/dp/B00BDS25VA/ref=sr_1_5?s=pc&ie=UTF8&qid=1373499104&sr=1-5,,,,,,,Lithium ion,7.7x4.7x0.4 inches ; 12.3 ounces,"7.7 inches, 4.7 inches, 0.44 inches",2,DDR3 SDRAM,16 GB,Serial ATA,7 hours,,1024x600,,,,,
B007M506WS,7,1 Nonstandard Battery batteries required. (included),Samsung,Deep Grey,SDRAM,4.6,8/16/2012,32 GB,32 GB SSD,Serial ATA,7.09x0.35x10.32 inches,20.8,GT-N8013EAVXAR,Android 4.1 Jelly Bean,1.4 GHz Tablet Processor,Samsung,1,2 GB DRAM,1280x800,10.1'',Galaxy Note 10.1,802.11bgn,http://ecx.images-amazon.com/images/I/51%2BCesJQs9L._SX300_.jpg,"Samsung Galaxy Note 10.1 (32GB, Deep Grey)",http://www.amazon.com/Samsung-Galaxy-Note-10-1-32GB/dp/B007M506WS/ref=sr_1_3?s=pc&ie=UTF8&qid=1373499104&sr=1-3,,,1280x800,,3	MP,,,,,,,,,,,,,,,,
B007P4VOWC,8,,Samsung,Metallic,DDR2 SDRAM,4.4,4/12/2012,8 GB,8 GB,Serial ATA,9x2x5.50 inches,12,GT-P3113TSYXAR,Android 4.1 Jelly Bean,1 GHz ARM Cortex A-9,ARM,2,1 GB DDR2,1024x600,7'',Galaxy Tab 2,802.11bgn,http://ecx.images-amazon.com/images/I/41SDvG%2BzqKL._SY300_.jpg,"Samsung Galaxy Tab 2 (7-Inch, Wi-Fi)",http://www.amazon.com/Samsung-Galaxy-Tab-7-Inch-Wi-Fi/dp/B007P4VOWC/ref=sr_1_1?s=pc&ie=UTF8&qid=1373499104&sr=1-1,,PowerVR SGX540,1024x600,,3	MP,,Lithium-Ion (Li-Ion),,,,,,,,,,1,,,,
B00AXWLFO0,,,Alldaymall,,,3.5,1/7/2013,,,,7.09x4.72x0.37 inches,9.6,100-Q88-B+P,Android 4.0 Ice Cream Sandwich,1 GHz,Allwinner A13,,512 MB DDR3,,7'',Alldaymall,,http://ecx.images-amazon.com/images/I/41DI-fPKYxL._SY300_.jpg,Alldaymall(TM) 7-inch Capacitive Touch Screen Android 4.0 Tablet PC with Allwinner A13 1.0GHz 512MB/4GB WiFi Front-camera (Black),http://www.amazon.com/Alldaymall-Capacitive-Android-Allwinner-Front-camera/â¦ref=sr_1_9?s=pc&ie=UTF8&qid=1373499104&sr=1-9,,,800x480,,,,,,,,,,,,,,,,,,
B008M4K5MY,9,1 Lithium ion batteries required. (included),Samsung,White,,4.6,8/16/2012,,16 GB SSD,,7.09x1.31x10.32 inches,20.8,GT-N8013ZWYXAR,Android 4.0 Ice Cream Sandwich,1.4 GHz Tablet Processor,Samsung,1,2 GB DRAM,1280x800,10.1'',Galaxy Note 10.1,802.11bgn,http://ecx.images-amazon.com/images/I/51NlgXmzVJL._SX300_.jpg,"Samsung Galaxy Note 10.1 (16GB, White)",http://www.amazon.com/Samsung-Galaxy-Note-10-1-White/dp/B008M4K5MY/ref=sr_1_8?s=pc&ie=UTF8&qid=1373499104&sr=1-8,,,1280x800,,5	MP,,,,,,,,,,,,,,,,
B00AQ46M34,,,TabletExpress,A. 4GB Black,DDR3 SDRAM,3.1,12/18/2012,,,,7.87x3.84x0.35 inches,9.1,MID7134B,Android 4.0 Ice Cream Sandwich,,,,DDR3,,,,,http://ecx.images-amazon.com/images/I/41SyobRDT4L._SX300_.jpg,"7'' A13 Google Android 4.0 AllWinner Tablet Boxchip Cortex A8 1.2Ghz MID Capacitive Touch Screen G-sensor WIFI, Camera, Skype Video Calling, Netflix, Flash Supported Dragon Touch(TM) MID7134B [By TabletExpress] (4GB Black)",http://www.amazon.com/AllWinner-Capacitive-Supported-MID7134B-TabletExpressâ¦ef=sr_1_10?s=pc&ie=UTF8&qid=1373499104&sr=1-10,,NVIDIA,,,,,,,,,,,,,,,,,,,
B00CE590Z0,,1 Lithium ion batteries required. (included),,,,4.2,,,,,,17.4,SGP311U1/B,,1.5 GHz Snapdragon S4,,,2 GB,,,,802.11bgn,http://ecx.images-amazon.com/images/I/31xpSI4LGWL._SY300_.jpg,Sony Xperia Z SGP311U1/B 10.1-Inch 16GB Tablet,http://www.amazon.com/Sony-Xperia-SGP311U1-10-1-Inch-Tablet/dp/B00CE590Z0/ref=sr_1_13?s=pc&ie=UTF8&qid=1373499104&sr=1-13,,,,,,,Lithium ion,11.9x8x1.9 inches ; 1.1 pounds,"11.89 inches, 8 inches, 1.89 inches",4,DDR2 SDRAM,16 GB,Serial ATA,9 hours,,1920x1200,,Stereo,1,,
B009SD74H2,,,TabletExpress,B. 9'' 8GB Black,,2.8,10/17/2012,,8 GB,,9.40x5.80x0.50 inches,16,,Android 4.0 Ice Cream Sandwich,,,,DDR3,800x480,,,,http://ecx.images-amazon.com/images/I/41Nz0MB61uL._SX300_.jpg,9'' Google Android 4.0 8GB MID Capacitive Touch Screen G-sensor A13 Tablet MID948B - Dragon Touch (TM) [By TabletExpress] (9'' 8GB),http://www.amazon.com/Google-Android-Capacitive-G-sensor-MID948B/dp/B009SD74H2/ref=sr_1_11?s=pc&ie=UTF8&qid=1373499104&sr=1-11,,,,,,,,,,,,,,,,,,,,,
B008DWG5HE,7,1 Lithium ion batteries required. (included),Samsung,Deep Grey,DDR2 SDRAM,4.6,8/16/2012,16 GB,16 GB SSD,Serial ATA,7.09x1.31x10.32 inches,20.8,GT-N8013EAYXAR,Android 4.0 Ice Cream Sandwich,1.4 GHz Tablet Processor,Samsung,1,2 GB DRAM,1280x800,10.1'',Galaxy Note 10.1,802.11bgn,http://ecx.images-amazon.com/images/I/51z4CaNpI3L._SX300_.jpg,"Samsung Galaxy Note 10.1 (16GB, Deep Grey)",http://www.amazon.com/Samsung-Galaxy-Note-10-1-16GB/dp/B008DWG5HE/ref=sr_1_12?s=pc&ie=UTF8&qid=1373499104&sr=1-12,,,1280x800,,5	MP,,,,,,,,,,,,,,,,
B00DB3SH2G,8,,Asus,16GB,DIMM,3.9,7/14/2012,,16 GB,SCSI,7.83x0.39x4.72 inches,12,Nexus 7,Android 4.1 Jelly Bean,1 GHz AMD Turion 64,VIA,1,16 GB DDR3,1280x800,7'',Nexus,,http://ecx.images-amazon.com/images/I/41-Rn8eheCL._SY300_.jpg,ASUS NEXUS 7 Jelly Bean Android Tablet,http://www.amazon.com/ASUS-NEXUS-Jelly-Android-Tablet/dp/B00DB3SH2G/ref=sr_1_14?s=pc&ie=UTF8&qid=1373499104&sr=1-14,,,,,,,,,,,,,,,,,,,,,
B00BCPIFC2,,1 Lithium ion batteries required. (included),,,,4,,,,,,20.5,MeMO Pad Smart ME301T-A1-BL,,1.2 GHz Tegra 3.0,,,1 GB,,,,802.11bgn,http://ecx.images-amazon.com/images/I/418MfJJ0eVL._SX300_.jpg,ASUS MeMO Pad Smart ME301T-A1-BL 10.1-Inch 16 GB Tablet ( Blue ),http://www.amazon.com/MeMO-Pad-Smart-ME301T-A1-BL-10-1-Inch/dp/B00BCPIFC2/ref=sr_1_16?s=pc&ie=UTF8&qid=1373499104&sr=1-16,,,,,,,Lithium ion,10.4x7.1x0.4 inches ; 1.3 pounds,"10.35 inches, 7.13 inches, 0.39 inches",4,DDR3 SDRAM,16 GB,Serial ATA,8.5 hours,,1280x800,,SRS Audio,1,,
B00D02AG7C,,1 Nonstandard Battery batteries required. (included),,,,3.5,,,,,,10.72,SM-T210RGNYXAR,,1.2 GHz Intel Core Duo,,,1 GB,,,,802.11bgn,http://ecx.images-amazon.com/images/I/41T9XS-EkNL._SY300_.jpg,"Samsung Galaxy Tab 3 (7-Inch, Gold-Brown)",http://www.amazon.com/Samsung-Galaxy-Tab-7-Inch-Gold-Brown/dp/B00D02AG7C/ref=sr_1_15?s=pc&ie=UTF8&qid=1373499104&sr=1-15,,,,,,,Nonstandard Battery,0.4x4.4x7.4 inches ; 10.7 ounces,"0.39 inches, 4.37 inches, 7.4 inches",1,DDR2 SDRAM,8 GB,Serial ATA,,,,,,,,
B00861O8EO,,,Samsung,Titanium,,4.3,6/28/2012,,,,1x1x1 inches,193.6,SAMGALAXYTAB27.03GBLACK-FBA,Android 4.0 Ice Cream Sandwich,,,,,,,Galaxy,,http://ecx.images-amazon.com/images/I/31DTs3X4Y4L.jpg,Samsung P3100 Unlocked GSM Tablet/Phone International Version/Warranty Silver,http://www.amazon.com/Samsung-Unlocked-International-Version-Warranty/dp/B0â¦O8EO/ref=sr_1_17?s=pc&ie=UTF8&qid=1373499104&sr=1-17,,,,,,,,,,,,,,,,,,,,,
B0080MW8O6,,1 Lithium ion batteries required. (included),,,,3.9,,,,,,22.2,TF300T-B2-BL,,1.2 GHz Tegra 3.0,,,1 GB,,,,802.11bgn,http://ecx.images-amazon.com/images/I/41IBRszmkuL._SX300_.jpg,ASUS TF300T-B2-BL 10.1-Inch 32GB Tablet (Blue),http://www.amazon.com/ASUS-TF300T-B2-BL-10-1-Inch-32GB-Tablet/dp/B0080MW8O6/ref=sr_1_19?s=pc&ie=UTF8&qid=1373499104&sr=1-19,,,,,,,Lithium ion,10.4x7.1x0.4 inches ; 1.4 pounds,"10.35 inches, 7.13 inches, 0.39 inches",1,DDR3 SDRAM,32 GB,Solid State,10 hours,,1280_x_800,,,,,
B008F4NL04,,1 Nonstandard Battery batteries required. (included),,,,4,,,,,,20.5,TF700T-B1-GR,,1.6 GHz Tegra 3.0,,,1 GB,,,,802.11bgn,http://ecx.images-amazon.com/images/I/41tRu9y2rJL._SX300_.jpg,ASUS TF700T-B1-GR 10.1-Inch Tablet (Gray),http://www.amazon.com/ASUS-TF700T-B1-GR-10-1-Inch-Tablet-Gray/dp/B008F4NL04/ref=sr_1_18?s=pc&ie=UTF8&qid=1373499104&sr=1-18,,,,,,,Nonstandard Battery,0.4x0.3x7.1 inches ; 1.3 pounds,"0.35 inches, 0.33 inches, 7.12 inches",4,DDR3 SDRAM,0 GB,,9.5 hours,,1920x1200,,,,,
B008H50IUM,,,,,,4.8,,,,,,33.1,GT-P5100TSATTT?LA,,,,,,,,,,http://ecx.images-amazon.com/images/I/51JVXIQGoUL._SY300_.jpg,"Samsung Galaxy Tab 2 P5100 10.1 inch Wi-Fi, EDGE/HSPA+,  4.0 OS (Ice Cream Sandwich) 16GB Tablet  - international version",http://www.amazon.com/Samsung-Galaxy-P5100-Sandwich-Tablet/dp/B008H50IUM/ref=sr_1_21?s=pc&ie=UTF8&qid=1373499104&sr=1-21,,,,,,,,10.1x2x3 inches ; 2.1 pounds,"10.1 inches, 2 inches, 3 inches",,,,,,,,,,,,
B00B2HCLL6,,1 Lithium ion batteries required. (included),,,,4,,,,,,11.84,MID7065-8,,1.2 GHz ARM dual-core CORTEX A9 OMAP 4,,,1 GB,,,,802.11bgn,http://ecx.images-amazon.com/images/I/41WIr3sYpdL._SY300_.jpg,"Coby 7-Inch Android 4.0 8 GB Internet Tablet 16:9 Capacitive Multi-Touch Widescreen with Built-in Camera, Black MID7065-8",http://www.amazon.com/Coby-7-Inch-Android-Internet-Tablet/dp/B00B2HCLL6/ref=sr_1_20?s=pc&ie=UTF8&qid=1373499104&sr=1-20,,,,,,,Lithium ion,0.5x7.8x4.8 inches ; 11.8 ounces,"0.5 inches, 7.8 inches, 4.8 inches",2,SDRAM,8 GB,Serial ATA,,,1024x600,,,1,,
B00B7C099C,,1 Lithium ion batteries required. (included),,,,3.3,,,,,,9.6,MID7046-4,,1 GHz ARM Cortex A5,,,0.5 GB,,,,802.11bgn,http://ecx.images-amazon.com/images/I/41BR3iZoobL._SY300_.jpg,Coby Kyros 7-Inch Android 4.0 4 GB Internet Tablet 16:9 Resistive Touchscreen - MID7046-4 (Black),http://www.amazon.com/Coby-7-Inch-Android-Internet-Tablet/dp/B00B7C099C/ref=sr_1_22?s=pc&ie=UTF8&qid=1373499104&sr=1-22,,,,,,,Lithium ion,0.5x7.8x4.5 inches ; 9.6 ounces,"0.5 inches, 7.8 inches, 4.5 inches",1,DDR3 SDRAM,4 GB,Solid State,,,800x480,,,1,,
B0093XTHI6,,1 Nonstandard Battery batteries required. (included),Coby,Black,DDR3 SDRAM,3.2,9/25/2012,4 GB,4 GB,Serial ATA,0.05x7.70x4.50 inches,10.4,MID7048-4,Android 4.0 Ice Cream Sandwich,1 GHz ARM Cortex A5,All winner,1,1 GB DRAM,800x480,7'',MID,802.11bgn,http://ecx.images-amazon.com/images/I/41tQ15b7LtL._SY300_.jpg,"Coby Kyros 7-Inch Android 4.0 4 GB Internet Tablet 16:9 Capacitive Multi-Touch Widescreen with Built-In Camera, Black MID7048-4",http://www.amazon.com/Coby-7-Inch-Android-Internet-Tablet/dp/B0093XTHI6/ref=sr_1_23?s=pc&ie=UTF8&qid=1373499104&sr=1-23,,,800x480,,,,Lithium Polymer (LiPo),,,,,,,,,,1,,,,
B00CC8OZ8Q,,,Goldengulf,white,,3.5,4/15/2013,,,,9.50x0.45x5.75 inches,35.2,GG6001-9-2,Android 4.0 Ice Cream Sandwich,,,,DDR2,,9'',,,http://ecx.images-amazon.com/images/I/51cw816xy2L._SX300_.jpg,Goldengulf 9inch inch dual camera Latest MID Google Android 4.0 Tablet PC Capacitive Allwinner A13 8GB Flash 11.1,http://www.amazon.com/Goldengulf-camera-Android-Capacitive-Allwinner/dp/B00â¦OZ8Q/ref=sr_1_24?s=pc&ie=UTF8&qid=1373499104&sr=1-24,,,,,,,,,,,,,,,,,,,,,
B009X3UW2G,9.5,1 Lithium ion batteries required. (included),Asus,Brown,SDRAM,4.2,10/26/2012,32 GB,32 GB,Serial ATA,4.72x0.41x7.81 inches,12,NEXUS7 ASUS-1B32,Android 4.1 Jelly Bean,1.20 GHz Tegra 3.0,NVIDIA,4,1 GB DDR3,1280x800,7'',Nexus,802.11bgn,http://ecx.images-amazon.com/images/I/41e9oZcFLKL._SY300_.jpg,"ASUS Nexus 7 Tablet (7-Inch, 32GB, Brown)",http://www.amazon.com/ASUS-Nexus-Tablet-7-Inch-Brown/dp/B009X3UW2G/ref=sr_1_2?s=pc&ie=UTF8&qid=1373499104&sr=1-2,NVIDIA,NVIDIA GeForce,1280x800,Battery,,,Lithium Polymer (LiPo),,,,,,,,,,1,,,,
B009AEPTDA,8,1 Lithium ion batteries required. (included),Lenovo,Black,DDR2 SDRAM,3.4,10/12/2012,8 GB,8 GB,Serial ATA,7.56x4.80x0.45 inches,14.1,59346799,Android 4.0 Ice Cream Sandwich,1 GHz Apple A4,All winner,1,0.512 GB LPDDR2,,7'',IdeaTab,802.11bgn,http://ecx.images-amazon.com/images/I/41QMf2y5cWL._SX300_.jpg,Lenovo A2107 7-Inch Tablet,http://www.amazon.com/Lenovo-59346799-A2107-7-Inch-Tablet/dp/B009AEPTDA/ref=sr_1_25?s=pc&ie=UTF8&qid=1373499096&sr=1-25,,Integrated,1024x600,,2	MP,,,,,,,,,,,,1,,,,
B008DBI5RI,,1 Lithium ion batteries required. (included),Fuhu,Red,DDR3 SDRAM,3.2,7/21/2012,8 GB,8 GB Emmc,ATA133,10.10x7.10x3.20 inches,43.2,NABI2-NV7A,Android 4.0 Ice Cream Sandwich,1.3 GHz Tegra 3.0,NVIDIA,4,1 GB DDR3,,7'',NABI,802.11bgn,http://ecx.images-amazon.com/images/I/51XnABV8L0L._SY300_.jpg,Fuhu NABI NABI2-NV7A 7-Inch Tablet,http://www.amazon.com/Fuhu-NABI-NABI2-NV7A-7-Inch-Tablet/dp/B008DBI5RI/ref=â¦6?s=pc&ie=UTF8&qid=1373499096&sr=1-26,,NVIDIA,1024x600,,,,,,,,,,,,,,1,,,,
B008OIH4DQ,,,TabletExpress,C. 8GB White,,2.9,7/24/2012,,,,7.60x4.70x0.50 inches,10.1,a10-7-4.0-W,Android 4.0 Ice Cream Sandwich,1.2 GHz 8803 CORTEX A8,ARM,,512 MB DDR3,800x480,,MID70408W,,http://ecx.images-amazon.com/images/I/41vKFYxRbZL._SY300_.jpg,7'' Google Android 4.0 MID Capacitive Touch Screen Gsensor A10 (A13 W/ HDMI) Tablet DragonTouch (TM) By TabletExpress (8GB White),http://www.amazon.com/Android-Capacitive-Gsensor-DragonTouch-TabletExpress/â¦H4DQ/ref=sr_1_27?s=pc&ie=UTF8&qid=1373499096&sr=1-27,,,,,,,,,,,,,,,,,,,,,
B00918LY1G,,,,,,3.3,,,,,,,SoftwinerEvb,,8803 CORTEX A8,,,512 MB,,,,802.11bgn,http://ecx.images-amazon.com/images/I/31alNj0jr1L._SY300_.jpg,"7inch Zeepad 7.0 Allwinnwer A13 Boxchip Cortex A8 Android 4.0, 4GB Capacity, 512 MB RAM, Multiple Touch Capactive screen, WIFI, Camera, Skype Video Calling, Netflix Movies.",http://www.amazon.com/Zeepad-Allwinnwer-Capacity-Multiple-Capactive/dp/B00918LY1G/ref=sr_1_28?s=pc&ie=UTF8&qid=1373499096&sr=1-28,,,,,,,,,,,,4 GB,,,,,,,,,
B0083PR7N2,13,1 Lithium ion batteries required. (included),Acer,Black,DDR2 SDRAM,4,6/13/2012,32 GB,32 GB,Serial ATA,10.20x0.43x6.90 inches,24,A700-10k32u,Android 4.0 Ice Cream Sandwich,1.3 GHz Tegra 3.0,NVIDIA,4,1 GB DDR2,1920x1200,10.1'',Tablet,802.11bgn,http://ecx.images-amazon.com/images/I/51gYyLihrGL._SY300_.jpg,Acer ICONIA Tab A700-10k32u 10.1-Inch Tablet (Black),http://www.amazon.com/Acer-ICONIA-A700-10k32u-10-1-Inch-Tablet/dp/B0083PR7N2/ref=sr_1_29?s=pc&ie=UTF8&qid=1373499096&sr=1-29,,ULP High Performance 12-Core NVIDIAÂ® GeForceÂ® GPU,1920x1200,,,,Lithium Polymer (LiPo),,,,,,,,,,2,,,,
B00C9V5FGC,,1 Nonstandard Battery batteries required. (included),,,,4.5,,,,,,11.68,GT-N5110NKYXAR,,1.6 GHz Quad Core Xeon,,,2 GB,,,,802.11abg,http://ecx.images-amazon.com/images/I/41kMvSDqDoL._SY300_.jpg,"Samsung Galaxy Note 8.0 (16GB, Gold-Brown)",http://www.amazon.com/Samsung-Galaxy-Note-16GB-Gold-Brown/dp/B00C9V5FGC/ref=sr_1_30?s=pc&ie=UTF8&qid=1373499096&sr=1-30,,,,,,,Nonstandard Battery,0.3x5.4x8.3 inches ; 11.7 ounces,"0.31 inches, 5.35 inches, 8.3 inches",1,Unknown,0 GB,Unknown,,,,,,,,
B00A45HDTM,,1 Nonstandard Battery batteries required. (included),Samsung,Black,,4.4,3/20/2013,8 GB,8 GB,Serial ATA,4.82x0.41x7.63 inches,12.2,SCH-I705MKAVZW,Android 4.0 Ice Cream Sandwich,1.2 GHz,,2,1 GB DDR3L SDRAM,1024x600,7'',Galaxy Tab 2,802.11bgn,http://ecx.images-amazon.com/images/I/41f%2Bma5HTUL._SY300_.jpg,Samsung Galaxy Tab 2 7.0 4G LTE (Verizon),http://www.amazon.com/Samsung-Galaxy-Tab-7-0-Verizon/dp/B00A45HDTM/ref=sr_1_31?s=pc&ie=UTF8&qid=1373499096&sr=1-31,,,1024x600,,3.2	MP,,,,,,,,,,,,,,,,
B0093XTHHM,,1 Nonstandard Battery batteries required. (included),Coby,Black,SDRAM,2.6,10/15/2012,4 GB,4 GB,Serial ATA,0.50x7.50x4.40 inches,10.9,MID7034-4,Android 4.0 Ice Cream Sandwich,1 GHz ARM Cortex A5,All winner,1,0.5 GB DRAM,800x480,7'',Kyros,802.11bgn,http://ecx.images-amazon.com/images/I/411uniTD51L._SY300_.jpg,"Coby Kyros 7-Inch Android 4.0 4 GB Internet Tablet 16:9 Resistive Touchscreen, Black MID7034-4",http://www.amazon.com/Coby-7-Inch-Android-Internet-Tablet/dp/B0093XTHHM/ref=sr_1_32?s=pc&ie=UTF8&qid=1373499096&sr=1-32,,,800x480,,,,Lithium Polymer (LiPo),,,,,,,,,,,,,,
B009Y7PUWI,,,Tagital,White/Black,DDR3 SDRAM,2.8,10/28/2012,,,,7x4.75x0.30 inches,9,MTM-7002,Android 4.0 Ice Cream Sandwich,1 GHz,,,512 MB DDR3,,7'',tagital,,http://ecx.images-amazon.com/images/I/41cLugiq0ML._SY300_.jpg,Tagital (TM) 7inch Android 4.0 4GB MID Capacitive Touch Screen A13 Q88 Tablet WiFi 3G MID,http://www.amazon.com/Tagital-Android-Capacitive-Screen-Tablet/dp/B009Y7PUWI/ref=sr_1_34?s=pc&ie=UTF8&qid=1373499096&sr=1-34,,,,,,,,,,,,,,,,,,,,,
B0093XTHJK,7,1 Nonstandard Battery batteries required. (included),Coby,Black,DDR2 SDRAM,3.2,10/16/2012,4 GB,4 GB,Serial ATA,0.40x8.30x6.50 inches,16,MID8048-4,Android 4.0 Ice Cream Sandwich,1 GHz ARM Cortex A5,All winner,1,1 GB DRAM,800x600,8'',MID,802.11bgn,http://ecx.images-amazon.com/images/I/41XajTwC47L._SY300_.jpg,"Coby Kyros 8-Inch Android 4.0 4 GB Internet Tablet 4:3 Capacitive Multi-Touchscreen with Built-In Camera, Black MID8048-4",http://www.amazon.com/Coby-8-Inch-Android-Internet-Tablet/dp/B0093XTHJK/ref=sr_1_33?s=pc&ie=UTF8&qid=1373499096&sr=1-33,,,800x600,,,,Lithium Polymer (LiPo),,,,,,,,,,1,,,,
